ugly	-3.90	1.16
again	-0.43	0.37
detective	-0.43	0.48
northwest	-0.43	0.57
unknown	-0.43	0.54
themselves	-0.43	0.50
proposed	-0.43	0.45
altogether	-0.43	0.44
wondered	-0.43	1.19
kid	-0.43	1.01
eating	-0.43	0.47
went	-0.43	0.71
shots	-0.43	0.18
force	-0.43	0.27
kicking	-0.43	0.31
describe	-0.43	0.36
calvin	-0.42	0.82
odd	-0.42	1.77
soldier	-0.42	0.25
gone	-0.42	0.80
lungs	-0.42	0.52
failing	-0.42	0.45
orleans	-0.42	0.32
numerous	-0.42	0.35
dozen	-0.42	0.39
ai	-0.42	1.24
tended	-0.42	0.92
doctors	-0.42	0.19
blowing	-0.42	0.70
chemical	-0.42	0.24
challenged	-0.42	0.35
diverse	-0.41	0.78
hogan	-0.41	0.73
clouds	-0.41	0.80
background	-0.41	0.52
lawyer	-0.41	0.66
consciousness	-0.41	0.34
argue	-0.41	0.59
clinical	-0.41	0.17
existed	-0.41	0.73
workers	-0.41	0.78
patient	-0.41	0.19
domestic	-0.41	0.25
crack	-0.41	0.20
explanation	-0.41	0.52
unusual	-0.41	1.91
regarding	-0.41	0.37
lives	-0.41	0.97
handle	-0.41	0.55
jews	-0.41	1.02
skinny	-0.40	0.81
moment	-0.40	0.37
impression	-0.40	0.48
harder	-0.40	1.09
cop	-0.40	0.65
ripped	-0.40	0.34
karl	-0.40	0.56
revealed	-0.40	0.54
searched	-0.40	0.49
prior	-0.40	0.63
bud	-0.40	0.58
mostly	-0.40	0.58
dramatic	-0.40	0.76
zone	-0.40	0.25
spooner	-0.39	0.81
influence	-0.39	0.38
noticed	-0.39	0.89
shifting	-0.39	0.44
various	-0.39	0.44
soviet	-0.39	0.43
territory	-0.39	0.35
hundreds	-0.39	0.35
guilt	-0.39	0.97
different	-0.39	0.55
virginia	-0.39	0.60
vietnam	-0.39	0.26
made	-0.39	0.67
bat	-0.39	0.43
faces	-0.39	0.33
fears	-0.39	0.66
rounds	-0.38	0.19
staying	-0.38	0.57
marine	-0.38	0.23
concern	-0.38	0.78
carolina	-0.38	0.57
investigators	-0.38	0.30
knocking	-0.38	0.24
gravity	-0.38	0.54
represents	-0.38	0.48
reverse	-0.38	0.51
affairs	-0.38	0.61
besides	-0.38	0.84
distance	-0.38	0.43
pack	-0.38	0.27
those	-0.38	0.43
reduce	-0.38	0.69
squad	-0.38	0.16
jake	-0.38	0.83
employment	-0.38	0.86
pistol	-0.37	0.24
food	-0.37	0.45
therapy	-0.37	0.14
sox	-0.37	0.78
agreed	-0.37	1.03
neither	-0.37	0.93
unexpected	-0.37	2.04
elsewhere	-0.37	0.35
luxury	-0.37	0.73
assumed	-0.37	0.86
immediately	-0.37	0.33
complicated	-0.37	0.86
dare	-0.37	0.83
recalled	-0.37	1.05
dragged	-0.37	0.35
range	-0.37	0.50
learned	-0.37	0.97
ordered	-0.37	0.40
mexican	-0.37	0.61
gas	-0.36	0.60
upon	-0.36	0.68
focused	-0.36	0.61
eastern	-0.36	0.43
therefore	-0.36	0.40
discussed	-0.36	0.60
increased	-0.36	1.12
suite	-0.36	0.88
considered	-0.36	0.45
elite	-0.36	0.68
struggling	-0.36	0.44
warning	-0.36	0.18
buck	-0.35	0.53
never	-0.35	1.00
requires	-0.35	0.49
described	-0.35	0.67
texas	-0.35	0.58
wants	-0.35	0.99
small	-0.35	0.58
mud	-0.35	0.64
citizen	-0.35	0.37
parking	-0.35	0.60
multiple	-0.35	0.35
maryland	-0.35	0.58
patrol	-0.35	0.13
meant	-0.35	0.98
wanted	-0.35	0.98
most	-0.35	0.46
civil	-0.35	0.35
expand	-0.35	0.75
retail	-0.35	0.75
though	-0.35	0.78
till	-0.35	0.71
pollution	-0.35	0.29
prefer	-0.34	0.51
aid	-0.34	0.27
heart	-0.34	0.44
pennsylvania	-0.34	0.60
same	-0.34	0.73
immune	-0.34	0.16
africa	-0.34	0.50
america	-0.34	0.35
sheriff	-0.34	0.20
mainly	-0.34	0.45
tough	-0.34	0.85
die	-0.34	0.44
primarily	-0.34	0.20
emerge	-0.34	0.23
georgia	-0.34	0.54
pattern	-0.34	0.68
factors	-0.33	0.26
hallway	-0.33	0.44
hot	-0.33	1.55
finally	-0.33	0.38
dim	-0.33	0.50
largely	-0.33	0.24
countries	-0.33	0.47
approaching	-0.33	0.28
appear	-0.33	0.41
given	-0.33	0.40
choices	-0.33	0.38
declared	-0.33	0.93
states	-0.33	0.47
advantage	-0.33	0.32
atlantic	-0.33	0.29
imagine	-0.33	0.93
memories	-0.33	0.47
desperately	-0.33	0.63
marines	-0.33	0.25
source	-0.33	0.38
lights	-0.33	0.59
places	-0.33	0.63
chances	-0.32	0.29
regime	-0.32	0.47
jamie	-0.32	0.65
closet	-0.32	0.41
clinic	-0.32	0.21
publicly	-0.32	0.40
judgment	-0.32	0.36
aggressive	-0.32	0.40
encourage	-0.32	0.42
weird	-0.32	1.57
blade	-0.32	0.28
refused	-0.32	0.85
conflict	-0.32	0.53
judge	-0.32	0.25
knock	-0.32	0.30
already	-0.32	0.95
downstairs	-0.32	0.47
aaron	-0.32	0.90
nicky	-0.32	0.81
click	-0.32	0.21
fiber	-0.32	0.59
lamp	-0.32	0.43
throughout	-0.32	0.27
jessica	-0.32	0.85
stick	-0.32	0.61
tasks	-0.32	0.56
meetings	-0.32	0.72
medical	-0.31	0.20
engines	-0.31	0.37
driven	-0.31	0.20
frequently	-0.31	0.24
identified	-0.31	0.41
florida	-0.31	0.55
fewer	-0.31	0.44
shifted	-0.31	0.72
wherever	-0.31	0.46
push	-0.31	0.54
seen	-0.31	1.04
develop	-0.31	0.44
waited	-0.31	0.75
owners	-0.31	0.85
existing	-0.31	0.44
drifted	-0.31	0.32
rapidly	-0.31	0.48
build	-0.31	0.44
debate	-0.31	0.21
heaven	-0.31	2.22
rode	-0.31	0.21
cont	-0.30	0.89
loudly	-0.30	0.37
federal	-0.30	0.33
escape	-0.30	0.35
mask	-0.30	0.50
tears	-0.30	0.67
figured	-0.30	1.03
hospital	-0.30	0.20
thus	-0.30	0.25
tennessee	-0.30	0.52
apartment	-0.30	0.95
state	-0.30	0.49
tanks	-0.30	0.23
promised	-0.30	1.15
tommy	-0.30	0.85
illinois	-0.30	0.56
effect	-0.30	0.31
physicians	-0.30	0.22
seem	-0.30	0.69
mexico	-0.30	0.46
complete	-0.30	0.57
asks	-0.30	1.10
korea	-0.30	0.41
known	-0.30	0.98
related	-0.30	0.19
pacific	-0.29	0.26
economy	-0.29	0.27
notice	-0.29	0.81
bed	-0.29	0.39
including	-0.29	0.40
occupied	-0.29	0.52
jane	-0.29	1.01
deals	-0.29	0.54
bigger	-0.29	1.15
hoping	-0.29	0.89
lighter	-0.29	0.93
frustration	-0.29	1.05
flavor	-0.29	0.98
exist	-0.29	0.54
worldwide	-0.29	0.19
chapter	-0.29	0.58
except	-0.29	0.86
iowa	-0.29	0.54
medicine	-0.29	0.16
turkey	-0.29	0.26
ever	-0.29	1.06
islands	-0.29	0.32
tray	-0.29	0.36
coal	-0.29	0.50
tour	-0.28	0.70
bureau	-0.28	0.32
rather	-0.28	0.65
oregon	-0.28	0.51
interrupted	-0.28	0.71
wind	-0.28	0.89
controlled	-0.28	0.52
china	-0.28	0.42
conclusion	-0.28	0.29
strip	-0.28	0.26
exception	-0.28	0.30
few	-0.28	0.35
presented	-0.28	0.47
remain	-0.28	0.46
clearly	-0.28	0.63
ours	-0.28	0.49
estimates	-0.28	0.27
marks	-0.28	0.21
winds	-0.28	0.73
lawyers	-0.28	0.30
itself	-0.28	0.56
oklahoma	-0.28	0.52
michigan	-0.27	0.53
equally	-0.27	0.49
taken	-0.27	0.65
nobody	-0.27	1.01
ohio	-0.27	0.52
carl	-0.27	0.86
austin	-0.27	0.70
circle	-0.27	0.58
supporting	-0.27	0.44
em	-0.27	1.20
nurses	-0.27	0.21
pile	-0.27	0.20
leadership	-0.27	0.36
successfully	-0.27	0.24
prominent	-0.27	0.58
substance	-0.27	0.16
visible	-0.27	0.26
growing	-0.27	0.50
both	-0.27	0.35
foods	-0.27	0.51
skills	-0.27	0.44
positions	-0.27	0.39
roman	-0.27	0.94
barely	-0.27	0.37
fled	-0.27	0.56
door	-0.27	0.28
ta	-0.27	1.18
chinese	-0.26	0.60
trade	-0.26	0.52
trash	-0.26	0.35
fruits	-0.26	0.58
ralph	-0.26	0.70
stairs	-0.26	0.35
swear	-0.26	0.62
global	-0.26	0.26
question	-0.26	0.65
refrigerator	-0.26	0.22
certain	-0.26	0.63
north	-0.26	0.37
attracted	-0.26	0.59
addressed	-0.26	0.56
lobby	-0.26	0.54
sight	-0.26	0.32
republic	-0.26	0.54
swept	-0.26	0.28
called	-0.26	1.18
instead	-0.26	0.60
horn	-0.26	0.22
every	-0.26	0.71
darkness	-0.26	0.42
jefferson	-0.26	0.72
somehow	-0.26	0.57
skill	-0.26	0.58
gon	-0.26	1.20
south	-0.25	0.41
europe	-0.25	0.44
irish	-0.25	0.87
require	-0.25	0.23
italy	-0.25	0.55
india	-0.25	0.45
worker	-0.25	0.61
rush	-0.25	0.67
enforcement	-0.25	0.39
moral	-0.25	0.69
ya	-0.25	1.11
unit	-0.25	0.16
reduced	-0.25	1.05
district	-0.25	0.32
select	-0.25	0.50
knowing	-0.25	0.67
spoken	-0.25	1.03
arizona	-0.25	0.49
emotions	-0.25	0.97
breeze	-0.25	1.77
coast	-0.25	0.34
group	-0.25	0.74
location	-0.25	0.59
slowed	-0.25	0.52
sooner	-0.25	0.96
feelings	-0.24	0.88
replaced	-0.24	0.57
na	-0.24	1.19
army	-0.24	0.19
disappeared	-0.24	0.52
blanket	-0.24	0.35
county	-0.24	0.37
organizations	-0.24	0.51
brief	-0.24	0.51
fully	-0.24	0.61
anger	-0.24	1.06
rob	-0.24	1.05
physician	-0.24	0.23
hardly	-0.24	0.83
generally	-0.24	0.34
anyone	-0.24	0.95
any	-0.24	0.91
courts	-0.23	0.30
engine	-0.23	0.23
deny	-0.23	0.52
argument	-0.23	0.31
asia	-0.23	0.40
questions	-0.23	0.31
doctor	-0.23	0.23
authority	-0.23	0.72
environment	-0.23	0.48
capable	-0.23	0.38
flash	-0.23	0.22
deep	-0.23	0.38
water	-0.23	0.47
resistance	-0.23	0.22
pretend	-0.23	0.91
coming	-0.23	0.66
widely	-0.23	0.26
comments	-0.23	0.51
tear	-0.23	0.23
explained	-0.22	1.12
consider	-0.22	0.35
parts	-0.22	0.21
madison	-0.22	0.69
russia	-0.22	0.52
flesh	-0.22	0.37
united	-0.22	0.44
power	-0.22	0.63
gets	-0.22	0.83
catch	-0.22	0.30
commercial	-0.22	0.24
doorway	-0.22	0.28
increasing	-0.22	0.94
regard	-0.22	0.85
joint	-0.22	0.31
fear	-0.22	1.02
matter	-0.22	1.01
collins	-0.22	0.74
pounding	-0.22	0.38
elevator	-0.22	0.33
because	-0.22	1.00
military	-0.22	0.31
command	-0.22	0.16
bell	-0.22	0.37
hire	-0.21	0.52
korean	-0.21	0.31
canada	-0.21	0.51
eggs	-0.21	0.37
while	-0.21	0.64
pit	-0.21	0.24
obviously	-0.21	0.60
spain	-0.21	0.57
happened	-0.21	1.07
things	-0.21	1.09
slammed	-0.21	0.28
further	-0.21	0.34
waves	-0.21	0.35
judges	-0.21	0.25
fort	-0.21	0.24
quietly	-0.21	0.38
grows	-0.21	0.54
emerged	-0.21	0.56
kingdom	-0.21	1.24
sandwich	-0.21	0.29
drag	-0.21	0.29
remembers	-0.21	1.61
rage	-0.21	1.13
nursing	-0.21	0.25
regarded	-0.21	0.45
fleet	-0.21	0.26
angel	-0.21	0.78
industrial	-0.21	0.34
passenger	-0.21	0.16
desert	-0.20	0.31
buddy	-0.20	0.98
central	-0.20	0.31
trend	-0.20	0.18
spun	-0.20	0.24
leads	-0.20	0.25
caught	-0.20	0.58
seems	-0.20	0.77
zero	-0.20	0.70
selection	-0.20	0.19
cia	-0.20	0.85
struggled	-0.20	0.46
copyright	-0.20	0.68
corridor	-0.20	0.33
australia	-0.20	0.51
officials	-0.20	0.35
city	-0.20	0.52
tore	-0.20	0.23
completely	-0.20	0.52
limit	-0.20	0.72
spotted	-0.20	0.64
cracked	-0.20	0.25
roads	-0.20	0.37
context	-0.20	0.17
strategic	-0.20	0.23
thought	-0.19	1.00
promote	-0.19	0.48
dna	-0.19	0.28
airport	-0.19	0.19
harold	-0.19	0.90
opinion	-0.19	0.47
land	-0.19	0.43
almost	-0.19	0.49
counting	-0.19	0.23
east	-0.19	0.24
operation	-0.19	0.14
saw	-0.19	1.00
dreamed	-0.19	1.40
garage	-0.19	0.40
stumbled	-0.19	0.36
fact	-0.19	0.85
either	-0.19	0.98
knowledge	-0.19	0.47
jumping	-0.19	0.45
visited	-0.19	1.13
task	-0.18	0.52
attempted	-0.18	0.60
tend	-0.18	0.39
rank	-0.18	0.70
expanded	-0.18	0.69
trained	-0.18	0.20
bars	-0.18	0.25
identify	-0.18	0.26
lieutenant	-0.18	0.12
rushed	-0.18	0.37
letting	-0.18	0.64
window	-0.18	0.26
usually	-0.18	0.46
pentagon	-0.18	0.40
reflection	-0.18	0.48
assistance	-0.18	0.48
demand	-0.18	0.20
famous	-0.18	0.73
doors	-0.18	0.23
depending	-0.18	0.72
being	-0.18	0.60
law	-0.17	0.34
prove	-0.17	0.42
losing	-0.17	0.56
off	-0.17	0.28
stars	-0.17	0.35
getting	-0.17	0.96
alert	-0.17	0.36
remembering	-0.17	0.82
lying	-0.17	0.39
germany	-0.17	0.53
bags	-0.17	0.68
japan	-0.17	0.44
claims	-0.17	0.25
operations	-0.17	0.31
radiation	-0.17	0.25
noted	-0.17	0.57
breast	-0.17	0.22
previously	-0.17	0.16
horizon	-0.17	0.42
monitor	-0.17	0.11
junior	-0.17	0.71
plain	-0.17	0.40
illusion	-0.17	0.48
driving	-0.17	0.12
tice	-0.17	0.73
strongly	-0.16	0.55
initial	-0.16	0.18
staring	-0.16	0.45
stranger	-0.16	2.00
action	-0.16	0.19
followed	-0.16	0.46
example	-0.16	0.36
bob	-0.16	0.85
however	-0.16	0.55
worry	-0.16	0.79
corps	-0.16	0.16
image	-0.16	0.46
much	-0.16	1.06
remains	-0.16	0.29
replace	-0.16	0.12
everybody	-0.16	0.84
cooked	-0.16	0.35
rang	-0.16	0.36
gave	-0.16	0.48
agencies	-0.16	0.41
differences	-0.16	0.27
procedure	-0.15	0.16
simply	-0.15	0.64
tent	-0.15	0.17
manage	-0.15	0.27
government	-0.15	0.34
diversity	-0.15	0.76
tank	-0.15	0.32
mind	-0.15	0.60
hall	-0.15	0.45
button	-0.15	0.14
rivers	-0.15	0.24
aboard	-0.15	0.28
experts	-0.15	0.20
swim	-0.15	0.20
pa	-0.15	0.48
hitting	-0.15	0.15
fake	-0.15	0.85
yelled	-0.15	0.51
yet	-0.15	0.73
facility	-0.15	0.21
fix	-0.15	0.41
potential	-0.15	0.62
1980s	-0.15	0.20
involvement	-0.15	0.47
drivers	-0.15	0.16
bus	-0.15	0.14
glowing	-0.15	0.59
gathered	-0.15	0.45
pray	-0.15	1.12
briefly	-0.15	0.36
kick	-0.14	0.37
corbin	-0.14	0.73
decision	-0.14	0.25
combined	-0.14	0.65
although	-0.14	0.70
suggests	-0.14	0.27
supported	-0.14	0.17
programs	-0.14	0.33
glow	-0.14	0.53
longer	-0.14	0.86
houses	-0.14	0.92
ultimately	-0.14	0.43
regret	-0.14	1.01
indian	-0.14	0.53
person	-0.14	0.97
include	-0.14	0.28
armor	-0.14	0.29
policy	-0.14	0.19
appeared	-0.14	0.50
west	-0.14	0.33
live	-0.14	0.53
shell	-0.14	0.28
baltimore	-0.14	0.42
anything	-0.14	0.97
section	-0.14	0.19
naturally	-0.14	0.52
leaders	-0.14	0.39
thrown	-0.14	0.24
western	-0.14	0.40
neighborhood	-0.14	0.82
laws	-0.14	0.32
lesson	-0.14	0.21
spare	-0.14	0.25
developing	-0.14	0.19
lies	-0.14	0.29
waters	-0.13	0.26
otherwise	-0.13	0.55
machine	-0.13	0.11
streets	-0.13	0.41
scope	-0.13	0.15
jersey	-0.13	0.45
spin	-0.13	0.21
orders	-0.13	0.15
leading	-0.13	0.19
world	-0.13	0.22
make	-0.13	0.73
ships	-0.13	0.29
broke	-0.13	0.31
protected	-0.13	0.65
rising	-0.13	0.42
rule	-0.13	0.24
couch	-0.13	0.37
cloth	-0.13	0.54
stopped	-0.13	0.60
nelson	-0.13	0.74
twist	-0.13	0.56
sea	-0.13	0.27
kim	-0.13	0.32
difference	-0.13	0.73
headquarters	-0.13	0.25
provided	-0.13	0.54
recall	-0.13	0.41
object	-0.13	0.49
public	-0.13	0.32
cleveland	-0.13	0.42
transition	-0.13	0.25
lock	-0.12	0.15
grain	-0.12	0.39
stronger	-0.12	1.02
members	-0.12	0.84
chamber	-0.12	0.42
evidence	-0.12	0.28
similar	-0.12	0.41
reason	-0.12	0.82
commander	-0.12	0.19
american	-0.12	0.45
france	-0.12	0.55
ankle	-0.12	0.69
int	-0.12	0.32
found	-0.12	0.44
moore	-0.12	0.76
bucks	-0.12	0.32
inside	-0.12	0.21
clock	-0.12	0.24
attorney	-0.12	0.29
despite	-0.12	0.39
directly	-0.12	0.26
beef	-0.12	0.35
vehicles	-0.12	0.12
tunnel	-0.12	0.16
scientists	-0.12	0.20
connected	-0.12	0.17
continuous	-0.12	0.33
lay	-0.12	0.34
referring	-0.12	0.62
far	-0.12	0.92
response	-0.12	0.40
someone	-0.12	0.96
large	-0.12	0.74
trucks	-0.12	0.13
claim	-0.12	0.27
hurried	-0.11	0.43
cars	-0.11	0.16
impact	-0.11	0.43
helped	-0.11	0.67
assigned	-0.11	0.23
shelf	-0.11	0.19
increase	-0.11	0.84
ward	-0.11	0.25
carbon	-0.11	0.33
social	-0.11	0.31
kumar	-0.11	0.90
returning	-0.11	0.66
floating	-0.11	0.26
luck	-0.11	1.58
angeles	-0.11	0.42
cholesterol	-0.11	0.16
planet	-0.11	0.24
billy	-0.11	0.86
supply	-0.11	0.21
glasses	-0.11	0.50
needed	-0.11	0.68
links	-0.11	0.27
california	-0.11	0.41
selected	-0.11	0.21
major	-0.11	0.70
certainly	-0.11	0.82
stop	-0.11	0.55
institutions	-0.11	0.44
household	-0.11	0.65
apparently	-0.11	0.54
single	-0.11	0.64
backed	-0.11	0.44
officers	-0.11	0.19
part	-0.11	1.07
provide	-0.11	0.56
sergeant	-0.10	0.11
physical	-0.10	0.34
european	-0.10	0.44
storage	-0.10	0.29
fields	-0.10	0.50
sign	-0.10	0.46
supreme	-0.10	0.27
entrance	-0.10	0.25
jumped	-0.10	0.41
ran	-0.10	0.42
none	-0.10	0.57
fallen	-0.10	0.27
legend	-0.10	0.67
shade	-0.10	0.76
skull	-0.10	0.30
focus	-0.10	0.28
mission	-0.10	0.14
guest	-0.10	0.77
plenty	-0.10	0.48
popped	-0.10	0.18
subject	-0.10	0.29
nasa	-0.10	0.16
scattered	-0.10	0.24
curled	-0.10	0.31
mix	-0.10	0.69
glance	-0.10	0.37
protection	-0.10	0.33
services	-0.10	0.34
earth	-0.10	0.23
dawn	-0.10	0.47
else	-0.10	0.96
eventually	-0.10	0.49
detroit	-0.10	0.42
fell	-0.10	0.34
salmon	-0.10	0.28
policies	-0.10	0.21
application	-0.10	0.59
size	-0.10	0.65
exposed	-0.10	0.32
help	-0.10	0.61
entire	-0.10	0.61
nothing	-0.10	1.11
instant	-0.09	0.38
launched	-0.09	0.20
restaurants	-0.09	0.45
locked	-0.09	0.17
confirmed	-0.09	0.26
unable	-0.09	0.65
suggest	-0.09	0.26
failed	-0.09	0.65
idea	-0.09	1.16
worked	-0.09	0.92
provides	-0.09	0.57
legislation	-0.09	0.30
counter	-0.09	0.20
radical	-0.09	0.27
shake	-0.09	0.34
appears	-0.09	0.39
calling	-0.09	0.68
included	-0.09	0.17
professionals	-0.09	0.21
intended	-0.09	0.82
signal	-0.09	0.15
lines	-0.09	0.44
base	-0.09	0.17
launch	-0.09	0.20
researchers	-0.09	0.20
night	-0.09	0.54
fan	-0.09	0.39
closed	-0.09	0.20
riley	-0.09	0.40
appearance	-0.09	0.59
cart	-0.09	0.25
pearl	-0.09	0.61
victor	-0.09	0.86
examined	-0.09	0.23
abandoned	-0.09	0.47
contains	-0.09	0.50
jimmy	-0.09	0.68
instance	-0.09	0.48
another	-0.09	0.30
office	-0.09	0.41
sky	-0.09	0.51
massachusetts	-0.09	0.41
adding	-0.08	0.17
attempts	-0.08	0.63
nuts	-0.08	0.58
stolen	-0.08	0.54
independent	-0.08	0.16
waste	-0.08	0.25
studying	-0.08	0.22
visitor	-0.08	0.74
lie	-0.08	0.44
cultural	-0.08	0.41
solution	-0.08	0.31
three	-0.08	0.27
excitement	-0.08	1.00
especially	-0.08	0.54
project	-0.08	0.18
four	-0.08	0.26
asian	-0.08	0.46
cargo	-0.08	0.23
ocean	-0.08	0.25
drops	-0.08	0.36
growth	-0.08	0.31
draw	-0.08	0.30
defensive	-0.08	0.20
colorado	-0.08	0.36
disappear	-0.08	0.43
drawn	-0.08	0.33
expansion	-0.08	0.28
offensive	-0.08	0.28
ruled	-0.08	0.39
discovered	-0.08	0.56
executives	-0.08	0.51
officer	-0.08	0.13
bath	-0.08	0.81
agree	-0.08	0.57
curb	-0.08	0.18
code	-0.08	0.13
van	-0.08	0.17
passed	-0.08	0.39
sought	-0.08	0.60
vegetables	-0.07	0.37
dirt	-0.07	0.50
increases	-0.07	0.56
somewhere	-0.07	0.66
falling	-0.07	0.21
lab	-0.07	0.16
came	-0.07	0.66
farther	-0.07	0.55
showed	-0.07	0.35
row	-0.07	0.24
businesses	-0.07	0.52
regional	-0.07	0.42
tried	-0.07	0.70
form	-0.07	0.76
moon	-0.07	0.32
approached	-0.07	0.62
laughing	-0.07	0.48
captain	-0.07	0.15
department	-0.07	0.34
organization	-0.07	0.35
dishes	-0.07	0.36
managed	-0.07	0.69
sector	-0.07	0.42
process	-0.07	0.20
mayor	-0.07	0.37
reporting	-0.07	0.69
safety	-0.07	0.81
1970s	-0.07	0.20
sufficient	-0.07	0.55
pump	-0.07	0.19
opened	-0.07	0.27
bits	-0.07	0.34
tries	-0.07	0.67
knife	-0.07	0.24
solar	-0.07	0.23
regularly	-0.07	0.23
couple	-0.07	0.27
numbers	-0.07	0.21
mounted	-0.06	0.18
cried	-0.06	0.70
watching	-0.06	0.40
entered	-0.06	0.30
helping	-0.06	0.59
drive	-0.06	0.15
lid	-0.06	0.24
opportunities	-0.06	0.50
corner	-0.06	0.23
sharon	-0.06	0.26
controls	-0.06	0.17
millions	-0.06	0.27
colleges	-0.06	0.46
local	-0.06	0.22
explaining	-0.06	0.66
congress	-0.06	0.24
switch	-0.06	0.16
lands	-0.06	0.42
steps	-0.06	0.24
sword	-0.06	0.21
ceiling	-0.06	0.23
happen	-0.06	1.04
dried	-0.06	0.54
ways	-0.06	0.49
chicago	-0.06	0.43
concept	-0.06	0.26
mars	-0.06	0.16
adds	-0.06	0.54
stake	-0.06	0.47
